ID,Dollars,Area,Region
1165,167.84,Rural,6
1166,95.55,Rural,6
1167,188.73,Rural,6
1168,118.76,Rural,6
1169,126.84,Rural,6
1170,240.41,Rural,6
1171,181.14,Rural,6
1172,116.72,Rural,6
1173,168.11,Rural,6
1174,185.1,Rural,6
1175,184.52,Rural,6
1176,105.45,Rural,6
1177,171.78,Rural,6
1178,298.09,Rural,6
1179,143.29,Rural,6
1180,110.44,Rural,6
1181,182.51,Rural,6
1182,170.16,Rural,6
1183,120.83,Rural,6
1184,183.37,Rural,6
1185,180.24,Rural,6
1186,206.19,Rural,6
1187,145.71,Rural,6
1188,392.76,Rural,6
1189,146.44,Rural,6
1190,107.53,Rural,6
1191,57.22,Rural,6
1192,248.14,Rural,6
1193,148.15,Rural,6
1194,117,Rural,6
1195,359.01,Rural,6
1196,84.55,Rural,6
1197,150.85,Rural,6
1198,176.3,Rural,6
1199,150.41,Rural,6
1200,155.66,Rural,6
1201,83.1,Rural,6
1202,156.21,Rural,6
1203,99.73,Rural,6
1204,106.29,Rural,6
1205,237.48,Rural,6
1206,143.91,Rural,6
1207,177.13,Rural,6
1208,175.59,Rural,6
1209,267.08,Rural,6
1210,155.39,Rural,6
1211,108.77,Rural,6
1212,64.91,Rural,6
1213,130.15,Rural,6
1214,98.6,Rural,6
1215,180.88,Rural,6
1216,93.29,Rural,6
1217,97.83,Rural,6
1218,107.59,Rural,6
1219,98.27,Rural,6
1220,143.74,Rural,6
1221,117.34,Rural,6
1222,166.05,Rural,6
1223,98.43,Rural,6
1224,67.79,Rural,6
1225,117.32,Rural,6
1226,190.21,Rural,6
1227,98.68,Rural,6
1228,166.73,Rural,6
1229,56.12,Rural,6
1230,129.01,Rural,6
1231,158.18,Rural,6
1232,261.3,Rural,6
1233,79.62,Rural,6
1234,137.18,Rural,6
1235,176.23,Rural,6
1236,141.37,Rural,6
1237,191.07,Rural,6
1238,85.98,Rural,6
1239,172.83,Rural,6
1240,143.22,Rural,6
1241,378.81,Rural,6
1242,130.66,Rural,6
1243,143.26,Rural,6
1244,104.73,Rural,6
1245,88.75,Rural,6
1246,95.81,Rural,6
1247,122.51,Rural,6
1248,315.23,Rural,6
1249,129.3,Rural,6
1250,294.57,Rural,6
1251,155.24,Rural,6
1252,88.4,Rural,6
1253,117.12,Rural,6
1254,170.57,Rural,6
1255,147.88,Rural,6
1256,84.35,Rural,6
1257,97.94,Rural,6
1258,96.22,Rural,6
1259,119.83,Rural,6
1260,231.13,Rural,6
1261,89.37,Rural,6
1262,190.13,Rural,6
1263,147.18,Rural,6
1264,240.03,Rural,6
1265,151.54,Rural,6
1266,118.59,Rural,6
1267,104.19,Rural,6
1268,132.88,Rural,6
1269,225.1,Rural,6
1270,146.64,Rural,6
1271,206.53,Rural,6
1272,437.42,Rural,6
1273,156.93,Rural,6
1274,105.69,Rural,6
1275,200.2,Rural,6
1276,231.59,Rural,6
1277,238.47,Rural,6
1278,130.19,Rural,6
1279,105.22,Rural,6
1280,283.01,Rural,6
1281,511.28,Rural,6
1282,156.48,Rural,6
1283,242.27,Rural,6
1284,101.26,Rural,6
1285,87.89,Rural,6
1286,186.53,Rural,6
1287,237.74,Rural,6
1288,116.28,Rural,6
1289,213.37,Rural,6
1290,93.45,Rural,6
1291,61.37,Rural,6
1292,139.01,Rural,6
1293,143.06,Rural,6
1294,154.32,Rural,6
1295,105.35,Rural,6
1296,183.94,Rural,6
1297,86.33,Rural,6
1298,163.26,Rural,6
1299,200.25,Rural,6
1300,150.87,Rural,6
1301,138.51,Rural,6
1302,171.94,Rural,6
1303,208.53,Rural,6
1304,153.19,Rural,6
1305,100.71,Rural,6
1306,132.97,Rural,6
1307,154.59,Rural,6
1308,266.6,Rural,6
1309,122.56,Rural,6
1310,186.87,Rural,6
1311,90.46,Rural,6
1312,103.89,Rural,6
1313,88.87,Rural,6
1314,134.06,Rural,6
1315,241.69,Rural,6
1316,77.53,Rural,6
1317,213.82,Rural,6
1318,76.23,Rural,6
1319,102.73,Rural,6
1320,210.38,Rural,6
1321,230.89,Rural,6
1322,56.6,Rural,6
1323,181.82,Rural,6
1324,131.77,Rural,6
1325,75.54,Rural,6
1326,225.19,Rural,6
1327,110.1,Rural,6
1328,153.11,Rural,6
1329,56.69,Rural,6
1330,211.15,Rural,6
1331,88.84,Rural,6
1332,82.6,Rural,6
1333,70.88,Rural,6
1334,146.15,Rural,6
1335,135.63,Rural,6
1336,172.17,Rural,6
1337,196.72,Rural,6
1338,191.88,Rural,6
1339,202.11,Rural,6
1340,63.26,Rural,6
1341,440.67,Rural,6
1342,163.78,Rural,6
1343,167.07,Rural,6
1344,173.43,Rural,6
1345,134.45,Rural,6
1346,154.18,Rural,6
1347,63.4,Rural,6
1348,173.16,Rural,6
1349,122.89,Rural,6
1350,98.2,Rural,6
1351,125.4,Rural,6
1352,115.2,Rural,6
1353,127.53,Rural,6
1354,187.48,Rural,6
1355,86.33,Rural,6
1356,133.74,Rural,6
1357,255.25,Rural,6
1358,289.77,Rural,6
1359,116.36,Rural,6
1360,156.52,Rural,6
1361,140.03,Rural,6
1362,145.55,Rural,6
1363,238.54,Rural,6
1364,137.47,Rural,6
1365,204.84,Rural,6
1366,64.55,Rural,6
1367,231.61,Rural,6
1368,221.47,Rural,6
1369,167.4,Rural,6
1370,171.18,Rural,6
1371,103.79,Rural,6
1372,112.92,Rural,6
1373,167.98,Rural,6
1374,90.93,Rural,6
1375,177.03,Rural,6
1376,113.57,Rural,6
1377,268.49,Rural,6
1378,79.34,Rural,6
1379,285.78,Rural,6
1380,87.17,Rural,6
1381,131.22,Rural,6
1382,114.72,Rural,6
1383,87.66,Rural,6
1384,72.19,Rural,6
1385,184.73,Rural,6
1386,214.5,Rural,6
1387,136.1,Rural,6
1388,98.83,Rural,6
1389,139.6,Rural,6
1390,180.08,Rural,6
1391,146.3,Rural,6
1392,93.92,Rural,6
1393,408.32,Rural,6
1394,178.18,Rural,6
1395,75.6,Rural,6
1396,114.46,Rural,6
1397,163.08,Rural,6
1398,85.21,Rural,6
1399,332.36,Rural,6
1400,94.8,Rural,6
1401,228.04,Rural,6
1402,271.85,Rural,6
1403,270.44,Rural,6
1404,189.22,Rural,6
1405,170.22,Rural,6
1406,129.81,Rural,6
1407,213.8,Rural,6
1408,131.38,Rural,6
1409,150.63,Rural,6
1410,379.7,Rural,6
1411,328.69,Rural,6
1412,146.1,Rural,6
1413,93.66,Rural,6
1414,97.28,Rural,6
1415,150.49,Rural,6
1416,165.17,Rural,6
1417,132.87,Rural,6
1418,63.86,Rural,6
1419,101.95,Rural,6
1420,200.88,Rural,6
1421,124.8,Rural,6
1422,155.02,Rural,6
1423,127.28,Rural,6
1424,177.7,Rural,6
1425,190.21,Rural,6
1426,190.25,Rural,6
1427,146.58,Rural,6
1428,290.62,Rural,6
1429,289.77,Rural,6
1430,110.64,Rural,6
1431,128.84,Rural,6
1432,124.41,Rural,6
1433,123.78,Rural,6
1434,78.08,Rural,6
1435,105.56,Rural,6
1436,156.51,Rural,6
1437,171.03,Rural,6
1438,84.72,Rural,6
1439,174.45,Rural,6
1440,135.03,Rural,6
1441,92.43,Rural,6
1442,88.02,Rural,6
1443,137.46,Rural,6
1444,104.34,Rural,6
1445,211.44,Rural,6
1446,65.6,Rural,6
1447,174.33,Rural,6
1448,148.75,Rural,6
1449,170,Rural,6
1450,115.3,Rural,6
1451,163.73,Rural,6
1452,88.99,Rural,6
1453,92.84,Rural,6
1454,105.47,Rural,6
1455,344.75,Rural,6
1456,75.64,Rural,4
1457,123.31,Rural,4
1458,283.75,Rural,4
1459,117.36,Rural,4
1460,91.51,Rural,4
1461,85.53,Rural,4
1462,132.6,Rural,4
1463,76.55,Rural,4
1464,390.98,Rural,4
1465,168.6,Rural,4
1466,89.38,Rural,4
1467,237.84,Rural,4
1468,140.27,Rural,4
1469,67.68,Rural,4
1470,147.47,Rural,4
1471,104.12,Rural,4
1472,155.42,Rural,4
1473,173.65,Rural,4
1474,113.29,Rural,4
1475,114.87,Rural,4
1476,135.1,Rural,4
1477,191.13,Rural,4
1478,159.52,Rural,4
1479,106.38,Rural,4
1480,125.6,Rural,4
1481,341.92,Rural,4
1482,132.72,Rural,4
1483,153.98,Rural,4
1484,155.43,Rural,4
1485,151.01,Rural,4
1486,263.37,Rural,4
1487,153.3,Rural,4
1488,82.41,Rural,4
1489,194.24,Rural,4
1490,137.53,Rural,4
1491,114.7,Rural,4
1492,412.3,Rural,4
1493,104.99,Rural,4
1494,131.46,Rural,4
1495,124.36,Rural,4
1496,115.41,Rural,4
1497,94.58,Rural,4
1498,172.83,Rural,4
1499,244.08,Rural,4
1500,132.49,Rural,4
1501,183.41,Rural,4
1502,109.27,Rural,4
1503,151.12,Rural,4
1504,78.88,Rural,4
1505,115.77,Rural,4
1506,195.07,Rural,4
1507,66.71,Rural,4
1508,568.66,Rural,4
1509,129.23,Rural,4
1510,113.52,Rural,4
1511,108.33,Rural,4
1512,209.29,Rural,4
1513,104.84,Rural,4
1514,60.09,Rural,4
1515,145.45,Rural,4
1516,67.15,Rural,4
1517,53.96,Rural,4
1518,77.9,Rural,4
1519,441.36,Rural,4
1520,283.6,Rural,4
1521,119.93,Rural,4
1522,84.65,Rural,4
1523,128.39,Rural,4
1524,140.85,Rural,4
1525,95.5,Rural,4
1526,128.69,Rural,4
1527,131.35,Rural,4
1528,71.5,Rural,4
1529,100.47,Rural,4
1530,95.97,Rural,4
1531,253.13,Rural,4
1532,87.22,Rural,4
1533,135.74,Rural,4
1534,186.37,Rural,4
1535,147.7,Rural,4
1536,231.98,Rural,4
1537,87.3,Rural,4
1538,138.24,Rural,4
1539,61.35,Rural,4
1540,352.53,Rural,4
1541,138.83,Rural,4
1542,253.96,Rural,4
1543,282.01,Rural,4
1544,48.16,Rural,4
1545,148.62,Rural,4
1546,98.57,Rural,4
1547,272.73,Rural,4
1548,122.52,Rural,4
1549,73.85,Rural,4
1550,130.95,Rural,4
1551,90.92,Rural,4
1552,100.57,Rural,4
1553,49.23,Rural,4
1554,488.69,Rural,4
1555,198.59,Rural,4
1556,116.85,Rural,4
1557,96.71,Rural,4
1558,112.1,Rural,4
1559,134.36,Rural,4
1560,182.39,Rural,4
1561,117.81,Rural,4
1562,73.25,Rural,4
1563,107.12,Rural,4
1564,148.19,Rural,4
1565,467.84,Rural,4
1566,133.23,Rural,4
1567,100.36,Rural,4
1568,51.37,Rural,4
1569,121.34,Rural,4
1570,150.3,Rural,4
1571,92.06,Rural,4
1572,143.69,Rural,4
1573,207.48,Rural,4
1574,107.53,Rural,4
1575,135.7,Rural,4
1576,173.8,Rural,4
1577,94.44,Rural,4
1578,63.25,Rural,4
1579,48.77,Rural,4
1580,123.35,Rural,4
1581,185.05,Rural,4
1582,160.17,Rural,4
1583,118.82,Rural,4
1584,141.67,Rural,4
1585,150.31,Rural,4
1586,121.94,Rural,4
1587,75.2,Rural,4
1588,112.87,Rural,4
1589,195.37,Rural,4
1590,112.9,Rural,4
1591,105.91,Rural,4
1592,73.54,Rural,4
1593,167.21,Rural,4
1594,195.67,Rural,4
1595,126.66,Rural,4
1596,90.76,Rural,4
1597,147.27,Rural,4
1598,101.15,Rural,4
1599,474.77,Rural,4
1600,169.16,Rural,4
1601,281.08,Rural,4
1602,147.56,Rural,4
1603,160.43,Rural,4
1604,86.85,Rural,4
1605,61.6,Rural,4
1606,57.54,Rural,4
1607,102.13,Rural,4
1608,151.77,Rural,4
1609,220.57,Rural,4
1610,69.47,Rural,4
1611,160.29,Rural,4
1612,187,Rural,4
1613,138.21,Rural,4
1614,57.49,Rural,4
1615,172.6,Rural,4
1616,90.1,Rural,4
1617,93.81,Rural,4
1618,88.12,Rural,4
1619,91.47,Rural,4
1620,125.36,Rural,4
1621,86.91,Rural,4
1622,148.2,Rural,4
1623,289.74,Rural,4
1624,61.81,Rural,4
1625,77.4,Rural,4
1626,106.11,Rural,4
1627,117.79,Rural,4
1628,126.82,Rural,4
1629,145.68,Rural,4
1630,133.72,Rural,4
1631,187.99,Rural,4
1632,172.01,Rural,4
1633,109.45,Rural,4
1634,215.2,Rural,4
1635,84.61,Rural,4
1636,132.14,Rural,4
1637,127.93,Rural,4
1638,159.76,Rural,4
1639,74.95,Rural,4
1640,92.91,Rural,4
1641,225.74,Rural,4
1642,90.05,Rural,4
1643,95.37,Rural,4
1644,76.32,Rural,4
1645,81.7,Rural,4
1646,88.46,Rural,4
1647,116.89,Rural,4
1648,258.44,Rural,4
1649,136.46,Rural,4
1650,177.42,Rural,4
1651,241.93,Rural,4
1652,140.83,Rural,4
1653,183.82,Rural,4
1654,81.67,Rural,4
1655,178.94,Rural,4
1656,185.94,Rural,4
1657,98.89,Rural,4
1658,58.08,Rural,4
1659,140.63,Rural,4
1660,281.73,Rural,4
1661,81.09,Rural,4
1662,97.18,Rural,4
1663,212.52,Rural,4
1664,199.27,Rural,4
1665,104.43,Rural,4
1666,159.51,Rural,4
1667,189.57,Rural,4
1668,214.77,Rural,4
1669,80.64,Rural,4
1670,122.24,Rural,4
1671,99.34,Rural,4
1672,139.18,Rural,4
1673,223.78,Rural,4
1674,93.42,Rural,4
1675,158.68,Rural,4
1676,103.93,Rural,4
1677,83.84,Rural,4
1678,268.27,Rural,4
1679,141.55,Rural,4
1680,336.98,Rural,4
1681,114.94,Rural,4
1682,127.87,Rural,4
1683,90.57,Rural,4
1684,204.93,Rural,4
1685,164.44,Rural,4
1686,260.58,Rural,4
1687,92.96,Rural,4
1688,159.07,Rural,4
1689,129.68,Rural,4
1690,138.18,Rural,4
1691,193.06,Rural,4
1692,133.35,Rural,4
1693,123.83,Rural,4
1694,85.92,Rural,4
1695,103.23,Rural,4
1696,200.01,Rural,4
1697,95.91,Rural,4
1698,70.02,Rural,4
1699,143.19,Rural,4
1700,101.52,Rural,4
1701,118.61,Rural,4
1702,92.68,Rural,4
1703,114.18,Rural,4
1704,176.14,Rural,4
1705,120.96,Rural,4
1706,56.72,Rural,4
1707,162.28,Rural,4
1708,133.03,Rural,4
1709,141.67,Rural,4
1710,137.95,Rural,4
1711,127.08,Rural,4
1712,77.55,Rural,4
1713,89.27,Rural,4
1714,71.61,Rural,4
1715,112.25,Rural,4
1716,74.64,Rural,4
1717,95.35,Rural,4
1718,115.62,Rural,4
1719,215.72,Rural,4
1720,208.1,Rural,4
1721,143.63,Rural,4
1722,214.24,Rural,4
1723,172.71,Rural,4
1724,204.61,Rural,4
1725,155.29,Rural,4
1726,84.57,Rural,4
1727,85.22,Rural,4
1728,118.85,Rural,4
1729,92.15,Rural,4
1730,93.6,Rural,4
1731,91.08,Rural,4
1732,74.55,Rural,4
1733,86.96,Rural,4
1734,160.96,Rural,4
1735,259.75,Rural,4
1736,98.86,Rural,4
1737,233.75,Rural,4
1738,134.93,Rural,4
1739,119.26,Rural,4
1740,138.93,Rural,4
1741,101.97,Rural,4
1742,111.25,Rural,4
1743,104.1,Rural,4
1744,89.01,Rural,4
1745,75.6,Rural,4
1746,186.51,Rural,4
1747,161.66,Rural,4
1748,87.04,Rural,4
1749,104.6,Rural,4
1750,201.71,Rural,4
1751,192.02,Rural,4
1752,75.2,Rural,4
1753,132.58,Rural,4
1754,116.5,Rural,4
1755,78.31,Rural,4
1756,238.02,Rural,4
1757,91.65,Rural,4
1758,63.31,Rural,4
1759,209.62,Rural,4
1760,109.8,Rural,4
1761,131.43,Rural,4
1762,144.56,Rural,4
1763,126.1,Rural,4
1764,241.58,Rural,4
1765,81.82,Rural,4
1766,140.57,Rural,4
1767,45.99,Rural,4
1768,264.32,Rural,4
1769,119.13,Rural,4
1770,147.34,Rural,4
1771,86.44,Rural,4
1772,182.94,Rural,4
1773,104.12,Rural,4
1774,218.66,Rural,4
1775,129.36,Rural,4
1776,124.32,Rural,4
1777,59.45,Rural,4
1778,79.3,Rural,4
1779,82.33,Rural,4
1780,100.51,Rural,4
1781,241.63,Rural,4
1782,107.33,Rural,4
1783,312.94,Rural,4
1784,67.48,Rural,4
1785,207.8,Rural,4
1786,83.33,Rural,4
1787,174.11,Rural,4
1788,98.16,Rural,4
1789,152.28,Rural,4
1790,138.59,Rural,4
1791,110.36,Rural,4
1792,61.77,Rural,4
1793,127.91,Rural,4
1794,103.43,Rural,4
1795,88.49,Rural,4
1796,74.72,Rural,4
1797,90.3,Rural,4
1798,157.72,Rural,4
1799,205.67,Rural,4
1800,352.37,Rural,4
1801,139.99,Rural,4
1802,122.29,Rural,4
1803,190.54,Rural,4
1804,76.95,Rural,4
1805,131.22,Rural,4
1806,173.39,Rural,4
1807,103.44,Rural,4
1808,159.19,Rural,4
1809,128.65,Rural,4
1810,296.51,Rural,4
1811,79.85,Rural,4
1812,115.63,Rural,4
1813,164.14,Rural,4
1814,285.39,Rural,4
1815,124.12,Rural,4
1816,100.47,Rural,4
1817,71.54,Rural,4
1818,133.92,Rural,4
1819,71.52,Rural,4
1820,166.4,Rural,4
1821,91.13,Rural,4
1822,140.24,Rural,4
1823,276.91,Rural,4
1824,1364.93,Rural,4
1825,73.54,Rural,4
1826,127.99,Rural,4
1827,176.47,Rural,4
1828,80.02,Rural,4
1829,106.26,Rural,4
1830,109.24,Rural,4
1831,68.73,Rural,4
1832,281.09,Rural,4
1833,189.9,Rural,4
1834,94.75,Rural,4
1835,150.96,Rural,4
1836,93.52,Rural,4
1837,181.43,Rural,4
1838,117.4,Rural,4
1839,87.78,Rural,4
1840,107.01,Rural,4
1841,170.04,Rural,4
1842,323.43,Rural,4
1843,182.95,Rural,4
1844,142.74,Rural,4
1845,93.65,Rural,4
1846,65.87,Rural,4
1847,76.72,Rural,4
1848,125.92,Rural,4
1849,373.18,Rural,4
1850,111.6,Rural,4
1851,85.37,Rural,4
1852,63.93,Rural,4
1853,193.3,Rural,4
1854,102.17,Rural,4
1855,188.52,Rural,4
1856,104.2,Rural,4
1857,101.43,Rural,4
1858,146.95,Rural,4
1859,161.04,Rural,4
1860,73.61,Rural,4
1861,82.23,Rural,4
1862,116.68,Rural,4
1863,172.21,Rural,4
1864,181.43,Rural,4
1865,116.58,Rural,4
1866,107.85,Rural,4
1867,138.38,Rural,4
1868,158.37,Rural,4
1869,260.62,Rural,4
1870,105.43,Rural,4
1871,110.32,Rural,4
1872,121.71,Rural,4
1873,84.65,Rural,4
1874,68.53,Rural,4
1875,112.01,Rural,4
1876,181.25,Rural,4
1877,220.71,Rural,4
1878,118.94,Rural,4
1879,164.18,Rural,4
1880,93.56,Rural,4
1881,118.45,Rural,4
1882,131.76,Rural,4
1883,137.43,Rural,4
1884,99.77,Rural,4
1885,119.74,Rural,4
1886,77.24,Rural,4
1887,72.89,Rural,4
1888,103.2,Rural,4
1889,111.23,Rural,4
1890,157.8,Rural,4
1891,102.29,Rural,4
1892,73.68,Rural,4
1893,140.14,Rural,4
1894,93.27,Rural,4
1895,95.66,Rural,4
1896,383.42,Rural,4
1897,98.83,Rural,4
1898,190.96,Rural,4
1899,79.89,Rural,4
1900,208.18,Rural,4
1901,119.47,Rural,4
1902,128.46,Rural,4
1903,251.35,Rural,4
1904,359.33,Rural,4
1905,146.54,Rural,4
1906,165.4,Rural,4
1907,162.16,Rural,4
1908,153.86,Rural,4
1909,113.75,Rural,4
1910,107.23,Rural,4
1911,194.92,Rural,4
1912,289.05,Rural,4
1913,85.98,Rural,4
1914,172.41,Rural,4
1915,198.56,Rural,4
1916,84.97,Rural,4
1917,197.3,Rural,4
1918,199.71,Rural,4
1919,57.79,Rural,4
1920,170.63,Rural,4
1921,133.47,Rural,4
1922,168.41,Rural,4
1923,167.07,Rural,4
1924,319.25,Rural,4
1925,120.79,Rural,4
1926,122.84,Rural,4
1927,38.69,Rural,4
1928,100,Rural,4
1929,191.1,Rural,4
1930,157.08,Rural,4
1931,120.87,Rural,4
1932,95.55,Rural,4
1933,135.03,Rural,4
1934,63.69,Rural,4
1935,169.37,Rural,4
1936,80.35,Rural,4
1937,155.14,Rural,4
1938,126.2,Rural,4
1939,143.39,Rural,4
1940,126.06,Rural,4
1941,112.29,Rural,4
1942,113.11,Rural,4
1943,115.55,Rural,4
1944,90.86,Rural,4
1945,158.02,Rural,4
1946,145.87,Rural,4
1947,304.87,Rural,4
1948,118.79,Rural,4
1949,193.22,Rural,4
1950,132.46,Rural,4
1951,87.54,Rural,4
1952,93.83,Rural,4
1953,131.59,Rural,4
1954,131.98,Rural,4
1955,358.62,Rural,4
1956,209.49,Rural,4
1957,94.05,Rural,4
1958,185.65,Rural,4
1959,57.4,Rural,4
1960,242.37,Rural,4
1961,176.16,Rural,4
1962,85.37,Rural,4
1963,153.65,Rural,4
1964,192.1,Rural,4
1965,126.06,Rural,4
1966,144.44,Rural,4
1967,126.03,Rural,4
1968,90.74,Rural,4
1969,213.46,Rural,4
1970,138.78,Rural,4
1971,137.87,Rural,4
1972,134.55,Rural,4
1973,862.6,Rural,4
1974,58.48,Rural,4
1975,134.51,Rural,4
1976,137.53,Rural,4
1977,97.54,Rural,4
1978,152.9,Rural,4
1979,166.06,Rural,4
1980,119.97,Rural,4
1981,235.5,Rural,4
1982,142.6,Rural,4
1983,145.38,Rural,4
1984,128.42,Rural,4
1985,236.55,Rural,4
1986,141.06,Rural,4
1987,145.47,Rural,4
1988,74.15,Rural,4
1989,230.92,Rural,4
1990,295.12,Rural,4
1991,170.81,Rural,4
1992,147.93,Rural,4
1993,67.25,Rural,4
1994,120.64,Rural,4
1995,128.86,Rural,4
1996,126.1,Rural,4
1997,145.43,Rural,4
1998,232.38,Rural,4
1999,122.76,Rural,4
2000,88.08,Rural,4
2001,208.99,Rural,4
2002,99.28,Rural,4
2003,137.04,Rural,4
2004,163.2,Rural,4
2005,92.81,Rural,4
2006,134.27,Rural,4
2007,131.83,Rural,4
2008,124.68,Rural,4
2009,92.85,Rural,4
2010,135.07,Rural,4
2011,118.94,Rural,4
2012,107.87,Rural,4
2013,60.51,Rural,4
2014,116.65,Rural,4
2015,64.96,Rural,4
2016,96.86,Rural,4
2017,93.15,Rural,4
2018,111.48,Rural,4
2019,226.84,Rural,4
2020,94.86,Rural,4
2021,150.39,Rural,4
2022,169.27,Rural,4
2023,66.55,Rural,4
2024,77.94,Rural,4
2025,197.34,Rural,4
2026,118.32,Rural,4
2027,116.36,Rural,4
2028,49.61,Rural,4
2029,98.66,Rural,4
2030,58.43,Rural,4
2031,115.81,Rural,4
2032,136.55,Rural,4
2033,126.88,Rural,4
2034,141.89,Rural,4
2035,141.6,Rural,4
2036,70.28,Rural,4
2037,168.38,Rural,4
2038,104.05,Rural,4
2039,137.68,Rural,4
2040,187.41,Rural,4
2041,84.57,Rural,4
2042,112.61,Rural,4
2043,94.66,Rural,4
2044,121.21,Rural,4
2045,175.87,Rural,4
2046,57.48,Rural,4
2047,66.77,Rural,4
2048,97.12,Rural,4
2049,112.36,Rural,4
2050,131.88,Rural,4
2051,107.15,Rural,4
2052,112.33,Rural,4
2053,80.57,Rural,4
2054,66.7,Rural,4
2055,221.64,Rural,4
2056,156.47,Rural,1
2057,109.03,Rural,1
2058,138.86,Rural,1
2059,124.23,Rural,1
2060,158.07,Rural,1
2061,135.69,Rural,1
2062,264.1,Rural,1
2063,199.72,Rural,1
2064,76.8,Rural,1
2065,116.18,Rural,1
2066,40.39,Rural,1
2067,169.03,Rural,1
2068,151.6,Rural,1
2069,107.56,Rural,1
2070,161.86,Rural,1
2071,191.47,Rural,1
2072,82.25,Rural,1
2073,177.54,Rural,1
2074,132.39,Rural,1
2075,154.29,Rural,1
2076,74.34,Rural,1
2077,159.9,Rural,1
2078,256.83,Rural,1
2079,149.23,Rural,1
2080,158.53,Rural,1
2081,88.83,Rural,1
2082,135.35,Rural,1
2083,101.73,Rural,1
2084,113.41,Rural,1
2085,86.31,Rural,1
2086,143.19,Rural,1
2087,57.2,Rural,1
2088,103.35,Rural,1
2089,173.75,Rural,1
2090,91.15,Rural,1
2091,87.71,Rural,1
2092,85.5,Rural,1
2093,112.15,Rural,1
2094,89.61,Rural,1
2095,175.2,Rural,1
2096,121.55,Rural,1
2097,103.14,Rural,1
2098,132.73,Rural,1
2099,47.63,Rural,1
2100,58.95,Rural,1
2101,214.97,Rural,1
2102,323.26,Rural,1
2103,231.48,Rural,1
2104,77.38,Rural,1
2105,90.16,Rural,1
2106,331.95,Rural,1
2107,56.41,Rural,1
2108,153,Rural,1
2109,264.76,Rural,1
2110,220.42,Rural,1
2111,135.72,Rural,1
2112,88.37,Rural,1
2113,182.66,Rural,1
2114,249.29,Rural,1
2115,110.39,Rural,1
2116,94.57,Rural,1
2117,311.61,Rural,1
2118,41.37,Rural,1
2119,83.43,Rural,1
2120,79.86,Rural,1
2121,134.74,Rural,1
2122,74.98,Rural,1
2123,304.84,Rural,1
2124,61.65,Rural,1
2125,157.69,Rural,1
2126,135.08,Rural,1
2127,250.67,Rural,1
2128,153.99,Rural,1
2129,166.83,Rural,1
2130,76.58,Rural,1
2131,41.63,Rural,1
2132,115.32,Rural,1
2133,272.63,Rural,1
2134,123.77,Rural,1
2135,126.94,Rural,1
2136,106.6,Rural,1
2137,86.29,Rural,1
2138,85.82,Rural,1
2139,132.21,Rural,1
2140,351.95,Rural,1
2141,147.19,Rural,1
2142,140.98,Rural,1
2143,289.06,Rural,1
2144,167.97,Rural,1
2145,235.25,Rural,1
2146,168.65,Rural,1
2147,78.2,Rural,1
2148,231.2,Rural,1
2149,153.42,Rural,1
2150,212.64,Rural,1
2151,183.97,Rural,1
2152,165.02,Rural,1
2153,231.21,Rural,1
2154,45.06,Rural,1
2155,120.99,Rural,1
2156,379.7,Rural,1
2157,111.3,Rural,1
2158,118.84,Rural,1
2159,150.23,Rural,1
2160,212.27,Rural,1
2161,94.13,Rural,1
2162,259.13,Rural,1
2163,129.9,Rural,1
2164,138.98,Rural,1
2165,180.65,Rural,1
2166,89.8,Rural,1
2167,326.05,Rural,1
2168,43.42,Rural,1
2169,151.46,Rural,1
2170,129.33,Rural,1
2171,95.35,Rural,1
2172,185.06,Rural,1
2173,53.41,Rural,1
2174,121.13,Rural,1
2175,100.42,Rural,1
2176,476.18,Rural,1
2177,154.57,Rural,1
2178,60.4,Rural,1
2179,139.62,Rural,1
2180,138.97,Rural,1
2181,175.08,Rural,1
2182,142.5,Rural,1
2183,127.81,Rural,1
2184,261.98,Rural,1
2185,158.69,Rural,1
2186,178.23,Rural,1
2187,215.35,Rural,1
2188,147.18,Rural,1
2189,157.27,Rural,1
2190,74.95,Rural,1
2191,386.96,Rural,1
2192,177.82,Rural,1
2193,117.52,Rural,1
2194,122.88,Rural,1
2195,123.65,Rural,1
2196,218.12,Rural,1
2197,134.2,Rural,1
2198,177.22,Rural,1
2199,175.64,Rural,1
2200,136.08,Rural,1
2201,28.26,Rural,1
2202,108,Rural,1
2203,89.81,Rural,1
2204,111.41,Rural,1
2205,175.27,Rural,1
2206,188.57,Rural,1
2207,204.25,Rural,1
2208,48.06,Rural,1
2209,222.95,Rural,1
2210,119.13,Rural,1
2211,239.79,Rural,1
2212,274.65,Rural,1
2213,225.32,Rural,1
2214,69.03,Rural,1
2215,112.35,Rural,1
2216,157.81,Rural,1
2217,125.11,Rural,1
2218,299.18,Rural,1
2219,216.63,Rural,1
2220,53.69,Rural,1
2221,173.47,Rural,1
2222,163.41,Rural,1
2223,60.4,Rural,1
2224,148.12,Rural,1
2225,164.63,Rural,1
2226,147.43,Rural,1
2227,112.55,Rural,1
2228,129.62,Rural,1
2229,151.95,Rural,1
2230,135.29,Rural,1
2231,172.26,Rural,1
2232,238.37,Rural,1
2233,291.3,Rural,1
2234,181.92,Rural,1
2235,90.89,Rural,1
2236,172.03,Rural,1
2237,102.84,Rural,1
2238,162.07,Rural,1
2239,152.55,Rural,1
2240,113.19,Rural,1
